Ê±¼ä - °ÚÂÖ½Ç¶ÈÊ±ÐòÍ¼	°ÚÂÖ½Ç¶È - °ÚÂÖ½Ç¶ÈÊ±ÐòÍ¼	
27.96	8.064	
27.98	6.696	
28	5.4	
28.02	4.104	
28.04	2.736	
28.06	1.296	
28.08	0.072	
28.1	-1.296	
28.12	-2.628	
28.14	-3.96	
28.16	-5.256	
28.18	-6.444	
28.2	-7.668	
28.22	-8.784	
28.24	-9.936	
28.26	-11.016	
28.28	-11.88	
28.3	-12.816	
28.32	-13.752	
28.34	-14.508	
28.36	-15.192	
28.38	-15.84	
28.4	-16.416	
28.42	-16.884	
28.44	-17.28	
28.46	-17.568	
28.48	-17.748	
28.5	-17.856	
28.52	-17.892	
28.54	-17.82	
28.56	-17.64	
28.58	-17.388	
28.6	-17.064	
28.62	-16.668	
28.64	-16.2	
28.66	-15.624	
28.68	-15.012	
28.7	-14.292	
28.72	-13.536	
28.74	-12.672	
28.76	-11.736	
28.78	-10.8	
28.8	-9.756	
28.82	-8.712	
28.84	-7.524	
28.86	-6.408	
28.88	-5.184	
28.9	-3.96	
28.92	-2.736	
28.94	-1.368	
28.96	-0.108	
28.98	1.188	
29	2.52	
29.02	3.816	
29.04	5.256	
29.06	6.516	
29.08	7.812	
29.1	9.108	
29.12	10.404	
29.14	11.592	
29.16	12.852	
29.18	14.004	
29.2	15.084	
29.22	16.164	
29.24	17.208	
29.26	18.144	
29.28	19.08	
29.3	19.908	
29.32	20.736	
29.34	21.456	
29.36	22.104	
29.38	22.68	
29.4	23.22	
29.42	23.616	
29.44	23.976	
29.46	24.264	
29.48	24.444	
29.5	24.552	
29.52	24.588	
29.54	24.552	
29.56	24.444	
29.58	24.228	
29.6	23.94	
29.62	23.58	
29.64	23.148	
29.66	22.68	
29.68	22.104	
29.7	21.456	
29.72	20.772	
29.74	19.98	
29.76	19.188	
29.78	18.216	
29.8	17.316	
29.82	16.308	
29.84	15.228	
29.86	14.112	
29.88	12.996	
29.9	11.772	
29.92	10.584	
29.94	9.288	
29.96	8.028	
29.98	6.696	

